date,AEC,AEE,AEN,AEP,AEU,AEZ,AGL,ALH,ALI,ALR,ALS,ALU,AMA,AMB,AMF,AMG,AMP,AMR,AMS,AMY,AMZ,APG,AUA,AUG,AZA,AZB,AZD,AZH,AZK,AZL,AZM,AZN,AZO,AZS,AZT,AZY,KOE
1/2/2015,0.010745,,0.012313,0.012184,0.015157,,0.050355,0.074337,0.019142,0.030727,0.05166,0.0141,0.048676,0.021291,0.011306,0.038666,0.034033,0.020189,0.011126,0.028216,0.010174,0.014281,,0.027943,0.028048,0.050213,0.039864,0.061398,0.047338,0.033849,0.025765,0.010097,0.023633,0.010802,0.011063,0.02082,
1/5/2015,0.010787,,0.012324,0.012206,0.015285,,0.05056,0.075141,0.019233,0.0305,0.051828,0.014183,0.04883,0.021364,0.011357,0.038694,0.03404,0.019976,0.011166,0.028233,0.010214,0.014277,,0.027662,0.028176,0.050418,0.039868,0.062136,0.047547,0.033864,0.025751,0.010136,0.023352,0.010848,0.011115,0.020945,
1/6/2015,0.010829,,0.012337,0.0122,0.015375,,0.050732,0.075637,0.019425,0.030019,0.051955,0.014239,0.04916,0.021514,0.011433,0.03843,0.034053,0.019828,0.01122,0.028045,0.010292,0.014277,,0.027469,0.028386,0.050586,0.039606,0.062408,0.047898,0.033881,0.025587,0.010211,0.023177,0.010898,0.011197,0.021066,
1/7/2015,0.010851,,0.012343,0.012155,0.015347,,0.050705,0.075407,0.019432,0.02977,0.051977,0.014227,0.049285,0.021566,0.011464,0.038491,0.034064,0.019743,0.011241,0.028084,0.010326,0.014282,,0.027358,0.028475,0.050598,0.03966,0.06228,0.048049,0.0339,0.025632,0.010243,0.023199,0.010917,0.011226,0.021094,
1/8/2015,0.010893,,0.012351,0.012205,0.015497,,0.050871,0.076129,0.019565,0.029755,0.0521,0.014298,0.049522,0.021673,0.011527,0.038313,0.034074,0.019511,0.011284,0.027956,0.010195,0.01431,,0.027058,0.028641,0.050801,0.039443,0.062806,0.04832,0.033908,0.025505,0.010117,0.023228,0.010964,0.011289,0.021225,
1/9/2015,0.010884,,0.012358,0.012232,0.015494,,0.050882,0.076163,0.019666,0.030183,0.052103,0.0143,0.04954,0.021685,0.011529,0.038044,0.034097,0.019488,0.011286,0.027772,0.010194,0.014319,,0.027016,0.028651,0.050802,0.039167,0.062812,0.048337,0.033929,0.025305,0.010117,0.023039,0.010967,0.011291,0.021228,
1/12/2015,0.010912,,0.012367,0.012244,0.015546,,0.050974,0.076483,0.019931,0.029974,0.052175,0.014331,0.049668,0.021743,0.011567,0.03795,0.034107,0.019401,0.011313,0.027698,0.010225,0.014336,,0.026902,0.028746,0.050946,0.039065,0.06308,0.048499,0.033946,0.025239,0.010146,0.022991,0.011,0.011339,0.021311,
1/13/2015,0.010924,,0.012366,0.012258,0.015579,,0.051028,0.076715,0.019939,0.029608,0.052186,0.014349,0.049743,0.02177,0.011584,0.037904,0.034114,0.019316,0.011326,0.027664,0.010321,0.014337,,0.026785,0.028793,0.051083,0.039034,0.063452,0.048582,0.03395,0.025218,0.010235,0.022961,0.011021,0.011364,0.021385,
1/14/2015,0.010931,,0.012366,0.012217,0.015479,,0.050902,0.07611,0.019735,0.029974,0.052124,0.014299,0.049743,0.021767,0.011576,0.03828,0.034122,0.019385,0.011319,0.027922,0.010313,0.014333,,0.026886,0.028785,0.050964,0.039382,0.06293,0.048566,0.033955,0.025461,0.010228,0.022952,0.01101,0.011354,0.021342,
1/15/2015,0.010977,,0.012372,0.012204,0.015534,,0.050979,0.076234,0.019449,0.029504,0.052227,0.014319,0.049943,0.02187,0.011639,0.03823,0.03413,0.019243,0.011363,0.027897,0.010424,0.014337,,0.026696,0.028936,0.051054,0.039367,0.062962,0.04881,0.033963,0.02545,0.01033,0.022878,0.011048,0.011419,0.021434,
1/16/2015,0.010976,,0.012373,0.012225,0.015492,,0.050962,0.076007,0.019321,0.029622,0.052209,0.014298,0.049854,0.021826,0.011616,0.038589,0.034153,0.01928,0.011345,0.028158,0.010607,0.014335,,0.026753,0.02888,0.05096,0.039719,0.062658,0.048714,0.03398,0.025706,0.010502,0.023112,0.011024,0.011392,0.021394,
1/19/2015,0.010968,,0.012373,0.012281,0.015626,,0.051052,0.07646,0.019491,0.029988,0.052234,0.014334,0.049728,0.021779,0.01158,0.039053,0.034161,0.019478,0.011319,0.02848,0.010839,0.014327,,0.027032,0.028792,0.050977,0.040149,0.063,0.04857,0.033988,0.026017,0.01072,0.023408,0.011,0.011358,0.021366,
1/20/2015,0.01102,,0.012382,0.012352,0.015813,,0.051323,0.07758,0.019728,0.030006,0.052405,0.014444,0.049959,0.021878,0.011653,0.039057,0.034169,0.01946,0.011373,0.028484,0.01093,0.014328,,0.027009,0.028936,0.051247,0.040195,0.063934,0.048805,0.033998,0.026048,0.010806,0.023422,0.011056,0.011432,0.021513,
1/21/2015,0.011019,,0.012381,0.012384,0.016004,,0.051483,0.078486,0.019836,0.030327,0.052448,0.01452,0.049926,0.021861,0.011649,0.039128,0.034177,0.019451,0.011372,0.028522,0.011072,0.014307,,0.026998,0.028901,0.051395,0.040251,0.064643,0.048745,0.034002,0.026087,0.010945,0.023472,0.011055,0.011424,0.021571,
1/22/2015,0.011017,,0.012383,0.012445,0.016123,,0.051594,0.079004,0.019934,0.030604,0.052505,0.014571,0.049882,0.021843,0.011642,0.039147,0.034184,0.019571,0.011366,0.028541,0.011004,0.014316,,0.027167,0.028877,0.051479,0.040237,0.065102,0.048713,0.034007,0.026072,0.010877,0.02374,0.011055,0.011424,0.021602,
1/23/2015,0.011077,,0.012401,0.012436,0.016142,,0.05162,0.078774,0.019995,0.030773,0.052611,0.014571,0.050181,0.021992,0.011728,0.039226,0.034208,0.018938,0.011428,0.02859,0.011008,0.014355,,0.026351,0.029089,0.051595,0.040353,0.065035,0.049062,0.034031,0.026171,0.010882,0.023397,0.011117,0.011506,0.021692,
1/26/2015,0.011105,0.010069,0.012403,0.012517,0.016266,,0.05175,0.07932,0.020085,0.031351,0.052687,0.014624,0.050181,0.021999,0.011736,0.039662,0.034216,0.019137,0.011437,0.028889,0.011035,0.014368,,0.026632,0.029097,0.051738,0.040781,0.06565,0.049072,0.03404,0.02648,0.01091,0.023701,0.011134,0.011523,0.021767,
1/27/2015,0.011112,0.010072,0.012411,0.012522,0.016243,,0.051749,0.079116,0.020135,0.031181,0.052707,0.014614,0.050217,0.022023,0.011744,0.039809,0.034225,0.01923,0.011442,0.028978,0.010981,0.014383,,0.026768,0.029113,0.051741,0.040941,0.065512,0.0491,0.034048,0.026601,0.010857,0.023562,0.011138,0.011525,0.021755,
1/28/2015,0.011119,0.010076,0.012418,0.012488,0.016106,,0.051635,0.078431,0.020207,0.030659,0.052694,0.01456,0.050274,0.022046,0.011751,0.039863,0.034234,0.019372,0.011445,0.029002,0.011077,0.014379,,0.026971,0.029152,0.051661,0.041035,0.065009,0.049162,0.034058,0.026659,0.010955,0.023617,0.011139,0.011531,0.021725,
1/29/2015,0.011101,0.010076,0.012417,0.012452,0.015778,,0.051331,0.076966,0.020019,0.030976,0.052533,0.01443,0.050065,0.021958,0.011688,0.040516,0.034242,0.019571,0.011399,0.029468,0.011149,0.014383,,0.027274,0.029052,0.051347,0.041711,0.063931,0.048989,0.034064,0.027105,0.011029,0.023973,0.011091,0.011481,0.021587,
1/30/2015,0.0111,0.010082,0.012422,0.01247,0.015858,,0.051387,0.077215,0.019921,0.0308,0.052553,0.014452,0.050066,0.021957,0.011687,0.040617,0.034266,0.019743,0.011397,0.029531,0.011103,0.014401,,0.027499,0.029042,0.05138,0.041848,0.064176,0.048968,0.034088,0.02718,0.010984,0.02408,0.011089,0.011477,0.021594,
2/2/2015,0.011093,0.010081,0.012418,0.012525,0.015975,,0.051474,0.077789,0.019874,0.0313,0.052563,0.014491,0.049905,0.021895,0.011659,0.040801,0.034274,0.019789,0.011378,0.029672,0.011217,0.014443,,0.02758,0.028963,0.051486,0.042011,0.064784,0.04883,0.034093,0.027294,0.011099,0.024257,0.011081,0.011457,0.021624,
2/3/2015,0.011072,0.01008,0.012411,0.012394,0.015603,,0.051095,0.075927,0.019547,0.030956,0.052371,0.014325,0.049893,0.021886,0.011639,0.040772,0.034282,0.019757,0.01136,0.029657,0.011219,0.014414,,0.027538,0.028945,0.051152,0.041966,0.063144,0.048803,0.034098,0.027273,0.0111,0.024274,0.011048,0.011436,0.021472,
2/4/2015,0.010999,0.010079,0.012399,0.012309,0.015299,,0.050793,0.074707,0.019414,0.031225,0.05217,0.014204,0.049485,0.021712,0.011536,0.040527,0.034288,0.019906,0.011289,0.029473,0.011096,0.014387,,0.027737,0.028747,0.050838,0.041724,0.062004,0.048466,0.034101,0.027105,0.010976,0.024326,0.010974,0.011346,0.021291,
2/5/2015,0.01099,0.010067,0.012398,0.012326,0.015287,,0.05073,0.074598,0.01931,0.03172,0.052076,0.014188,0.049404,0.021666,0.011509,0.040955,0.034294,0.020064,0.011271,0.029786,0.01123,0.01438,,0.02795,0.028674,0.050816,0.042142,0.062114,0.048339,0.034093,0.027367,0.011112,0.024637,0.010953,0.011314,0.021256,
2/6/2015,0.010999,0.010075,0.012409,0.012277,0.015121,,0.050645,0.07395,0.019138,0.031775,0.052086,0.014144,0.049522,0.021713,0.011534,0.040724,0.03432,0.020064,0.011285,0.029605,0.011188,0.014373,,0.027953,0.028755,0.050719,0.041933,0.061369,0.048469,0.03412,0.027231,0.01107,0.024494,0.010962,0.01134,0.021222,
2/9/2015,0.010922,0.010073,0.012393,0.012268,0.015052,,0.050452,0.073509,0.019002,0.032279,0.051898,0.014078,0.048934,0.021479,0.011392,0.041088,0.034327,0.020206,0.011199,0.02988,0.011213,0.014303,,0.02813,0.02844,0.050464,0.042335,0.060898,0.047918,0.034123,0.027442,0.011092,0.024738,0.010868,0.011218,0.021044,
2/10/2015,0.010899,0.010073,0.012392,0.012191,0.014792,,0.050212,0.072319,0.01868,0.031982,0.051797,0.013973,0.048973,0.021485,0.011393,0.040567,0.034335,0.020076,0.011204,0.029504,0.011173,0.014277,,0.027943,0.028474,0.050265,0.041881,0.060012,0.047973,0.03413,0.027095,0.011053,0.024735,0.010853,0.011212,0.020975,
2/11/2015,0.010877,0.010066,0.01239,0.012201,0.014806,,0.050231,0.07265,0.018768,0.032339,0.051746,0.013995,0.048807,0.02141,0.011356,0.04078,0.03434,0.020181,0.011176,0.029665,0.011186,0.01427,,0.02808,0.028397,0.05029,0.042089,0.060373,0.047837,0.034134,0.027257,0.011066,0.024825,0.010836,0.011173,0.020957,
2/12/2015,0.010939,0.010064,0.012402,0.012342,0.015272,,0.050695,0.074759,0.019263,0.032522,0.052004,0.014188,0.04904,0.021514,0.011433,0.041022,0.034349,0.020245,0.011233,0.029844,0.011092,0.014331,,0.02816,0.028519,0.050718,0.042284,0.062076,0.048047,0.034141,0.027406,0.01097,0.025025,0.010903,0.011241,0.021162,
2/13/2015,0.010969,0.010071,0.012418,0.012369,0.015269,,0.050688,0.074542,0.019309,0.032561,0.052057,0.014181,0.049274,0.021601,0.011481,0.040872,0.034373,0.020257,0.011267,0.029729,0.01102,0.014387,,0.028165,0.028611,0.050764,0.042098,0.061901,0.048204,0.034165,0.027301,0.010896,0.024919,0.010933,0.011283,0.021205,
2/16/2015,0.01098,0.010072,0.012427,0.012409,0.01533,,0.05079,0.074784,0.019429,0.03268,0.052139,0.01421,0.049369,0.021651,0.011511,0.040669,0.03438,0.020156,0.011289,0.029585,0.011012,0.014406,,0.028021,0.028665,0.050864,0.041862,0.062127,0.048296,0.034174,0.027158,0.010887,0.024804,0.010957,0.011314,0.021262,
2/17/2015,0.010964,0.010077,0.012425,0.012332,0.015031,,0.050511,0.073436,0.018976,0.032581,0.052012,0.014092,0.049368,0.021649,0.011492,0.040596,0.034389,0.020085,0.011275,0.029537,0.010904,0.014391,,0.027936,0.028654,0.050614,0.041793,0.060957,0.048277,0.034182,0.027112,0.010779,0.024712,0.010935,0.011295,0.021148,
2/18/2015,0.010913,0.010079,0.012417,0.012366,0.015221,,0.050661,0.07435,0.019246,0.032787,0.051993,0.014164,0.048972,0.021491,0.011409,0.040646,0.034397,0.02017,0.011223,0.029574,0.010839,0.014358,,0.028043,0.028463,0.05067,0.04185,0.061601,0.047946,0.03419,0.027135,0.010715,0.024889,0.01089,0.011225,0.021097,
2/19/2015,0.010973,0.010084,0.012434,0.012422,0.015358,,0.050889,0.075094,0.019361,0.032612,0.052165,0.014245,0.049343,0.021644,0.011503,0.04048,0.034404,0.020062,0.011286,0.029445,0.010835,0.014414,,0.02791,0.028637,0.050917,0.041662,0.062302,0.04824,0.034196,0.027024,0.01071,0.02475,0.010957,0.011307,0.021261,
2/20/2015,0.010962,0.010089,0.012437,0.012376,0.015216,,0.050737,0.074383,0.019284,0.032895,0.052088,0.014186,0.049273,0.021611,0.011476,0.040669,0.034428,0.020051,0.011269,0.029595,0.010805,0.014405,,0.027891,0.028599,0.05078,0.041845,0.061647,0.048179,0.034221,0.027149,0.010681,0.024835,0.010938,0.011284,0.021169,
2/23/2015,0.010926,0.01009,0.012427,0.012389,0.015347,,0.050786,0.075005,0.01952,0.033335,0.052038,0.014226,0.048953,0.021486,0.011414,0.040946,0.034436,0.020206,0.011233,0.029812,0.010789,0.014375,,0.028104,0.028448,0.050843,0.042144,0.062114,0.047926,0.034228,0.027318,0.010666,0.025096,0.010907,0.01123,0.021136,
2/24/2015,0.010957,0.010089,0.012435,0.012444,0.015409,,0.050898,0.075249,0.019524,0.033427,0.052149,0.014258,0.049139,0.021563,0.011458,0.041025,0.034444,0.020207,0.011262,0.029862,0.010821,0.014401,,0.028102,0.028544,0.050947,0.042221,0.062447,0.048087,0.034236,0.027379,0.010697,0.025167,0.010941,0.011265,0.021211,
2/25/2015,0.010961,0.010092,0.012441,0.012413,0.015429,,0.05089,0.075265,0.019498,0.033241,0.052181,0.014252,0.04915,0.021565,0.011461,0.040943,0.034452,0.020166,0.011265,0.029801,0.010827,0.01439,,0.028055,0.028547,0.050919,0.042123,0.06241,0.048093,0.034247,0.027315,0.010704,0.025035,0.01094,0.011273,0.021206,
2/26/2015,0.010914,0.010089,0.012435,0.01236,0.0153,,0.050679,0.074565,0.019294,0.03349,0.052005,0.014171,0.048846,0.021441,0.011383,0.041204,0.034459,0.020313,0.011215,0.029997,0.010971,0.014332,,0.028259,0.028406,0.050741,0.042385,0.061771,0.047858,0.034253,0.027485,0.010849,0.025232,0.010887,0.011203,0.02108,
2/27/2015,0.010845,0.010086,0.012436,0.012278,0.01499,,0.050384,0.073278,0.019133,0.033819,0.051772,0.014043,0.048459,0.021272,0.011282,0.041376,0.034481,0.020309,0.011146,0.030112,0.011032,0.014269,,0.028236,0.028214,0.050442,0.04256,0.060702,0.047536,0.034271,0.027596,0.010909,0.025389,0.010814,0.011116,0.020886,
3/2/2015,0.010861,0.010093,0.012441,0.012299,0.014957,,0.050373,0.073032,0.019121,0.033806,0.051803,0.01402,0.048545,0.021316,0.011302,0.041398,0.034489,0.02031,0.011158,0.03013,0.011115,0.014277,,0.028236,0.028257,0.050433,0.042588,0.060544,0.047606,0.034279,0.027607,0.010991,0.025427,0.010827,0.011133,0.020879,
3/3/2015,0.010906,0.010103,0.012447,0.012331,0.015039,,0.050437,0.073159,0.019133,0.034009,0.051907,0.014037,0.048822,0.021431,0.011372,0.041447,0.034499,0.020293,0.011209,0.030165,0.011075,0.014315,,0.028215,0.028409,0.050545,0.042653,0.06063,0.04786,0.034291,0.027642,0.010952,0.025365,0.010872,0.011189,0.02097,
3/4/2015,0.010869,0.010105,0.012443,0.01226,0.014674,,0.050096,0.071513,0.018892,0.034056,0.051688,0.013895,0.048653,0.021357,0.011312,0.041585,0.034507,0.020366,0.011163,0.030263,0.011155,0.014291,,0.028309,0.028304,0.050206,0.04281,0.059217,0.047679,0.0343,0.02774,0.011033,0.025524,0.010822,0.011143,0.020802,
3/5/2015,0.01089,0.010106,0.012446,0.012258,0.014446,,0.050007,0.070579,0.018753,0.034498,0.051696,0.013828,0.048768,0.021412,0.011332,0.041927,0.034515,0.020471,0.011174,0.030525,0.011273,0.014318,,0.02844,0.028376,0.050061,0.043204,0.058361,0.0478,0.034307,0.02798,0.011152,0.025858,0.010825,0.011165,0.020741,
3/6/2015,0.010904,0.010112,0.012449,0.012268,0.014387,,0.04993,0.070162,0.018655,0.034909,0.051662,0.013788,0.048808,0.021427,0.011336,0.042058,0.034537,0.020467,0.011176,0.030628,0.011305,0.01433,,0.028431,0.028382,0.049995,0.043351,0.058015,0.047807,0.034328,0.028057,0.011184,0.025817,0.010824,0.011175,0.020736,
3/9/2015,0.010875,0.010101,0.012444,0.012245,0.01445,,0.049945,0.070461,0.01871,0.034884,0.051612,0.013796,0.04864,0.021348,0.011293,0.042113,0.034544,0.020331,0.011145,0.030665,0.011117,0.014304,,0.028253,0.028273,0.049986,0.043403,0.058299,0.047619,0.034332,0.0281,0.011002,0.025828,0.010794,0.011132,0.020705,
3/10/2015,0.010863,0.010103,0.012433,0.012127,0.013999,,0.049467,0.06819,0.01812,0.034952,0.051413,0.01358,0.048619,0.021343,0.011275,0.04231,0.034552,0.02028,0.011129,0.030805,0.011118,0.01429,,0.028174,0.028274,0.049574,0.043593,0.056383,0.047619,0.034342,0.028214,0.011004,0.025738,0.010757,0.011127,0.02052,
3/11/2015,0.010848,0.010103,0.012438,0.012111,0.01405,,0.049528,0.068412,0.018159,0.03449,0.05141,0.013609,0.048504,0.021288,0.011247,0.042274,0.034559,0.019976,0.011109,0.030794,0.011075,0.014299,,0.027752,0.028199,0.049566,0.043562,0.056674,0.047487,0.034348,0.028204,0.010962,0.025635,0.010745,0.011102,0.020511,
3/12/2015,0.010871,0.010105,0.01244,0.0121,0.01404,,0.049559,0.06836,0.018148,0.033923,0.05145,0.013614,0.04866,0.021359,0.011285,0.042106,0.034567,0.019807,0.011134,0.030664,0.010924,0.014323,,0.027512,0.028296,0.049635,0.043384,0.05676,0.047655,0.034354,0.028093,0.01081,0.025467,0.010775,0.011142,0.020572,
3/13/2015,0.010843,0.010109,0.012442,0.012072,0.013763,,0.049285,0.067064,0.017788,0.03414,0.051313,0.013491,0.048506,0.021295,0.011236,0.042307,0.03459,0.019927,0.011099,0.030819,0.011001,0.014277,,0.027685,0.028203,0.04935,0.043567,0.055627,0.047492,0.034377,0.028213,0.010887,0.025599,0.010726,0.011102,0.020419,
3/16/2015,0.010843,0.010111,0.012444,0.012108,0.014037,,0.049535,0.068334,0.018183,0.034168,0.051418,0.013599,0.048399,0.021247,0.011223,0.042525,0.034598,0.019874,0.011092,0.030975,0.011035,0.014268,,0.027619,0.02814,0.049521,0.043786,0.05668,0.047388,0.034386,0.02835,0.010922,0.025774,0.010728,0.011081,0.020465,
3/17/2015,0.010871,0.010115,0.012454,0.012198,0.014307,,0.049907,0.069771,0.018436,0.034465,0.051588,0.013741,0.048482,0.021287,0.011262,0.042578,0.034605,0.019975,0.011125,0.031022,0.010968,0.014282,,0.027761,0.028198,0.04981,0.043854,0.057939,0.047487,0.034394,0.028395,0.010855,0.025762,0.010765,0.011104,0.020596,
3/18/2015,0.010878,0.010119,0.012456,0.0122,0.014324,,0.049842,0.069601,0.018622,0.034493,0.05157,0.013726,0.048552,0.021318,0.011278,0.04257,0.034614,0.019985,0.011138,0.031013,0.010945,0.01429,,0.027772,0.028241,0.049792,0.043839,0.057812,0.047559,0.034405,0.028391,0.010833,0.02587,0.010773,0.01112,0.020593,
3/19/2015,0.010952,0.010124,0.012469,0.012329,0.014642,,0.050311,0.071264,0.018962,0.034382,0.05187,0.013897,0.048892,0.021466,0.011376,0.042554,0.034623,0.01995,0.011212,0.031004,0.011014,0.014372,,0.027717,0.028438,0.050219,0.043844,0.059224,0.047891,0.034414,0.028375,0.010899,0.025693,0.010859,0.011205,0.020809,
3/20/2015,0.010972,0.010132,0.012482,0.012377,0.01476,,0.05041,0.071636,0.019028,0.034658,0.051933,0.013939,0.048961,0.021505,0.011399,0.042692,0.034648,0.020003,0.011233,0.031101,0.011043,0.014374,,0.027786,0.028477,0.050348,0.043963,0.059554,0.047955,0.034439,0.028459,0.010928,0.025854,0.01088,0.011219,0.020871,
3/23/2015,0.010981,0.010136,0.012493,0.01241,0.014965,,0.050684,0.072736,0.019244,0.034714,0.052046,0.014039,0.048995,0.021524,0.011417,0.042562,0.034657,0.020102,0.011249,0.031008,0.011056,0.014384,,0.02792,0.028495,0.050576,0.043836,0.060419,0.047985,0.034446,0.028382,0.010939,0.025774,0.010903,0.01123,0.02096,
3/24/2015,0.010961,0.010137,0.01249,0.012311,0.014682,,0.050384,0.071281,0.019125,0.034362,0.05193,0.013903,0.048999,0.021523,0.011404,0.0423,0.034665,0.020193,0.011236,0.030808,0.011055,0.014367,,0.028048,0.028493,0.050285,0.043545,0.0592,0.04798,0.034453,0.028196,0.010937,0.025731,0.010876,0.011223,0.020836,
3/25/2015,0.010959,0.01014,0.012498,0.012335,0.01476,,0.050514,0.071911,0.019281,0.034354,0.051964,0.013951,0.04893,0.021499,0.011394,0.042423,0.034673,0.020224,0.01123,0.030906,0.011082,0.014371,,0.028094,0.028458,0.050394,0.043689,0.059762,0.047919,0.03446,0.028292,0.010964,0.025634,0.010878,0.011211,0.020866,
3/26/2015,0.010911,0.010137,0.012482,0.012254,0.014572,,0.050253,0.070875,0.018999,0.034177,0.051755,0.013852,0.048598,0.02135,0.011304,0.042723,0.03468,0.02056,0.011162,0.031128,0.011379,0.014313,,0.028549,0.028283,0.050087,0.043981,0.058861,0.047629,0.034464,0.028469,0.01126,0.025983,0.010806,0.011137,0.020669,
3/27/2015,0.010905,0.01014,0.01248,0.012223,0.014456,,0.050164,0.070415,0.018934,0.033971,0.051699,0.013808,0.048545,0.021334,0.011284,0.042962,0.034705,0.020359,0.011146,0.031307,0.011337,0.01432,,0.028266,0.028258,0.050006,0.04423,0.058492,0.047585,0.034488,0.028648,0.011218,0.025961,0.01079,0.011123,0.020614,
3/30/2015,0.010929,0.010143,0.012486,0.012304,0.014704,,0.050405,0.071633,0.019154,0.034123,0.051829,0.013908,0.048617,0.021363,0.011313,0.042999,0.034712,0.020367,0.011173,0.031333,0.011273,0.014337,,0.02828,0.028293,0.050291,0.044265,0.059555,0.047642,0.034495,0.028709,0.011155,0.026136,0.010824,0.011144,0.020742,
3/31/2015,0.010926,0.010142,0.012485,0.012256,0.01449,,0.050179,0.070539,0.018991,0.034302,0.051742,0.013824,0.048644,0.021381,0.011315,0.042955,0.034721,0.020214,0.011171,0.031309,0.011209,0.014346,,0.028064,0.02832,0.05009,0.044214,0.058667,0.047686,0.034502,0.028634,0.011091,0.025947,0.010812,0.011149,0.020665,
4/1/2015,0.010938,0.010146,0.012488,0.012265,0.014565,,0.05027,0.070935,0.018973,0.034023,0.051774,0.013858,0.048725,0.021411,0.011332,0.042845,0.03473,0.020137,0.011186,0.031221,0.011197,0.014356,,0.027953,0.028353,0.050211,0.044082,0.059025,0.047737,0.034511,0.02856,0.011078,0.025863,0.010833,0.011168,0.020734,
4/2/2015,0.010958,0.010148,0.012492,0.012287,0.014657,,0.050329,0.071159,0.019141,0.03366,0.051815,0.013887,0.048812,0.021451,0.011357,0.042866,0.034738,0.020219,0.011206,0.031243,0.011321,0.014378,,0.028065,0.028404,0.050271,0.044102,0.059272,0.047818,0.034519,0.028566,0.011202,0.025884,0.010852,0.011187,0.020788,
4/3/2015,0.010966,0.010153,0.012502,0.012359,0.014891,,0.050538,0.072289,0.01941,0.033731,0.051917,0.013987,0.048825,0.021457,0.011371,0.042809,0.034764,0.02031,0.011219,0.03121,0.011284,0.014383,,0.028189,0.02841,0.0505,0.044045,0.060257,0.047827,0.034543,0.028527,0.011164,0.025952,0.010872,0.011192,0.020878,
4/6/2015,0.010993,0.010154,0.012508,0.012395,0.015056,,0.050715,0.072931,0.019542,0.033505,0.05204,0.014063,0.048999,0.02154,0.011422,0.042489,0.034772,0.020326,0.011259,0.030966,0.011329,0.014418,,0.028193,0.028511,0.050677,0.043716,0.060764,0.047997,0.03455,0.028314,0.011208,0.025866,0.010914,0.011237,0.02097,
4/7/2015,0.010987,0.010155,0.01251,0.012379,0.014967,,0.050592,0.072385,0.019515,0.033735,0.051976,0.014003,0.048944,0.021515,0.011402,0.042669,0.03478,0.020231,0.011244,0.031108,0.011337,0.014418,,0.028058,0.028481,0.050559,0.043905,0.060261,0.047945,0.034556,0.028432,0.011216,0.025934,0.010896,0.011222,0.020916,
4/8/2015,0.010993,0.010155,0.012512,0.012415,0.015008,,0.050618,0.072572,0.019492,0.034031,0.051989,0.014031,0.048951,0.021517,0.011405,0.042843,0.034787,0.020273,0.011248,0.031241,0.011361,0.014424,,0.028114,0.028481,0.050643,0.04407,0.060542,0.047943,0.034561,0.028535,0.01124,0.025991,0.010901,0.011224,0.020942,
4/9/2015,0.010993,0.010156,0.012517,0.01246,0.015117,,0.050735,0.073187,0.019689,0.034164,0.052033,0.014081,0.048899,0.02149,0.011396,0.043032,0.034797,0.020147,0.011245,0.031382,0.011256,0.014422,,0.027936,0.02845,0.050743,0.044262,0.061055,0.04789,0.03457,0.028663,0.011138,0.026008,0.010902,0.011215,0.020971,
4/10/2015,0.010981,0.010162,0.012522,0.012442,0.014953,,0.050567,0.072391,0.019683,0.034587,0.051946,0.014004,0.048784,0.021437,0.011358,0.043371,0.03482,0.020105,0.011217,0.031625,0.011407,0.014416,,0.027874,0.028379,0.050552,0.044579,0.060452,0.047766,0.034591,0.028883,0.011285,0.026214,0.010868,0.011185,0.02087,
4/13/2015,0.010954,0.010161,0.012526,0.01243,0.014815,,0.050436,0.071825,0.01956,0.034955,0.051894,0.013966,0.048625,0.021367,0.01131,0.04357,0.034829,0.020157,0.011184,0.031767,0.011546,0.014419,,0.027949,0.02828,0.05039,0.04478,0.05999,0.047596,0.034597,0.029014,0.011419,0.026333,0.01083,0.011145,0.020767,
4/14/2015,0.010938,0.010153,0.012524,0.012468,0.014885,,0.050463,0.072158,0.019558,0.035362,0.051866,0.013993,0.048417,0.021273,0.011261,0.043947,0.034838,0.020332,0.011152,0.03204,0.011548,0.014401,,0.028204,0.028165,0.050378,0.045166,0.060139,0.047401,0.034605,0.029259,0.011421,0.026539,0.0108,0.011097,0.020731,
4/15/2015,0.010924,0.010156,0.012528,0.012452,0.014724,,0.050274,0.071291,0.019556,0.035385,0.05176,0.013925,0.048324,0.021233,0.011231,0.044168,0.034847,0.020556,0.01113,0.032177,0.01166,0.014425,,0.02852,0.028122,0.050215,0.045403,0.059413,0.047328,0.034614,0.029408,0.011518,0.026833,0.010775,0.011077,0.020632,
4/16/2015,0.010916,0.010153,0.012524,0.012515,0.014906,,0.050363,0.072064,0.019711,0.035554,0.051738,0.013982,0.048228,0.021186,0.011212,0.04411,0.034854,0.020673,0.011118,0.03215,0.011788,0.014431,,0.028683,0.02806,0.050371,0.045356,0.060199,0.047224,0.03462,0.029378,0.011647,0.026821,0.010777,0.011054,0.020682,
4/17/2015,0.010904,0.01016,0.012529,0.012505,0.014906,,0.050371,0.072099,0.019636,0.035385,0.051735,0.013982,0.048153,0.021151,0.011195,0.043924,0.03488,0.020798,0.011108,0.032021,0.011683,0.014412,,0.028863,0.028025,0.05036,0.045151,0.060182,0.047161,0.034645,0.029259,0.011547,0.026636,0.010766,0.011038,0.020672,
4/20/2015,0.010902,0.010158,0.012533,0.012483,0.014873,,0.050287,0.071939,0.019632,0.034934,0.051682,0.013962,0.048128,0.021141,0.011188,0.044035,0.034889,0.020767,0.011105,0.032104,0.011721,0.014439,,0.028818,0.028012,0.05034,0.045272,0.060108,0.047137,0.034653,0.029331,0.011583,0.026774,0.01076,0.011033,0.020659,
